performance_id,portfolio_id,as_of_date,beginning_value,ending_value,return_amount,return_percent
PERF100359,P10030,2026-07-27,524857.28,512071.88,-12785.4,-2.436
PERF100360,P10030,2026-08-26,512071.88,508288.99,-3782.89,-0.7387
PERF100361,P10031,2025-09-30,2474856.04,2478537.38,3681.34,0.1487
PERF100362,P10031,2025-10-30,2478537.38,2503884.99,25347.61,1.0227
PERF100363,P10031,2025-11-29,2503884.99,2617963.63,114078.64,4.5561
PERF100364,P10031,2025-12-29,2617963.63,2692104.71,74141.08,2.832
PERF100365,P10031,2026-01-28,2692104.71,2673227.71,-18877.0,-0.7012
PERF100366,P10031,2026-02-27,2673227.71,2607913.85,-65313.86,-2.4433
PERF100367,P10031,2026-03-29,2607913.85,2731663.89,123750.04,4.7452
PERF100368,P10031,2026-04-28,2731663.89,2708590.57,-23073.32,-0.8447
PERF100369,P10031,2026-05-28,2708590.57,2763619.08,55028.51,2.0316
PERF100370,P10031,2026-06-27,2763619.08,2721395.33,-42223.75,-1.5278
PERF100371,P10031,2026-07-27,2721395.33,2658860.9,-62534.43,-2.2979
PERF100372,P10031,2026-08-26,2658860.9,2602457.69,-56403.21,-2.1213
PERF100373,P10032,2025-09-30,1436679.39,1483078.58,46399.19,3.2296
PERF100374,P10032,2025-10-30,1483078.58,1512023.09,28944.51,1.9517
PERF100375,P10032,2025-11-29,1512023.09,1515691.42,3668.33,0.2426
PERF100376,P10032,2025-12-29,1515691.42,1537564.52,21873.1,1.4431
PERF100377,P10032,2026-01-28,1537564.52,1548903.33,11338.81,0.7375
PERF100378,P10032,2026-02-27,1548903.33,1569622.38,20719.05,1.3377
PERF100379,P10032,2026-03-29,1569622.38,1608499.57,38877.19,2.4768
PERF100380,P10032,2026-04-28,1608499.57,1583820.44,-24679.13,-1.5343
PERF100381,P10032,2026-05-28,1583820.44,1563661.4,-20159.04,-1.2728
PERF100382,P10032,2026-06-27,1563661.4,1615147.39,51485.99,3.2927
PERF100383,P10032,2026-07-27,1615147.39,1685538.99,70391.6,4.3582
PERF100384,P10032,2026-08-26,1685538.99,1638964.73,-46574.26,-2.7632
PERF100385,P10033,2025-09-30,2122844.61,2133898.94,11054.33,0.5207
PERF100386,P10033,2025-10-30,2133898.94,2194371.4,60472.46,2.8339
PERF100387,P10033,2025-11-29,2194371.4,2132993.18,-61378.22,-2.7971
PERF100388,P10033,2025-12-29,2132993.18,2166641.54,33648.36,1.5775
PERF100389,P10033,2026-01-28,2166641.54,2102851.77,-63789.77,-2.9442
PERF100390,P10033,2026-02-27,2102851.77,2132898.23,30046.46,1.4288
PERF100391,P10033,2026-03-29,2132898.23,2155280.51,22382.28,1.0494
PERF100392,P10033,2026-04-28,2155280.51,2190935.64,35655.13,1.6543
PERF100393,P10033,2026-05-28,2190935.64,2143801.42,-47134.22,-2.1513
PERF100394,P10033,2026-06-27,2143801.42,2132076.09,-11725.33,-0.5469
PERF100395,P10033,2026-07-27,2132076.09,2157300.13,25224.04,1.1831
PERF100396,P10033,2026-08-26,2157300.13,2104363.44,-52936.69,-2.4538
PERF100397,P10034,2025-09-30,649715.37,638986.06,-10729.31,-1.6514
PERF100398,P10034,2025-10-30,638986.06,650157.64,11171.58,1.7483
PERF100399,P10034,2025-11-29,650157.64,632723.5,-17434.14,-2.6815
PERF100400,P10034,2025-12-29,632723.5,639641.56,6918.06,1.0934
PERF100401,P10034,2026-01-28,639641.56,663808.68,24167.12,3.7782
PERF100402,P10034,2026-02-27,663808.68,667664.68,3856.0,0.5809
PERF100403,P10034,2026-03-29,667664.68,675137.39,7472.71,1.1192
PERF100404,P10034,2026-04-28,675137.39,679263.74,4126.35,0.6112
PERF100405,P10034,2026-05-28,679263.74,659019.17,-20244.57,-2.9804
PERF100406,P10034,2026-06-27,659019.17,663377.95,4358.78,0.6614
PERF100407,P10034,2026-07-27,663377.95,688335.81,24957.86,3.7622
PERF100408,P10034,2026-08-26,688335.81,709051.42,20715.61,3.0095
PERF100409,P10035,2025-09-30,857087.32,857631.9,544.58,0.0635
PERF100410,P10035,2025-10-30,857631.9,890634.25,33002.35,3.8481
PERF100411,P10035,2025-11-29,890634.25,919243.56,28609.31,3.2122
PERF100412,P10035,2025-12-29,919243.56,934914.84,15671.28,1.7048
PERF100413,P10035,2026-01-28,934914.84,906003.61,-28911.23,-3.0924
PERF100414,P10035,2026-02-27,906003.61,902386.48,-3617.13,-0.3992
PERF100415,P10035,2026-03-29,902386.48,875981.2,-26405.28,-2.9262
PERF100416,P10035,2026-04-28,875981.2,923696.89,47715.69,5.4471
PERF100417,P10035,2026-05-28,923696.89,969061.91,45365.02,4.9112
PERF100418,P10035,2026-06-27,969061.91,941164.29,-27897.62,-2.8788
PERF100419,P10035,2026-07-27,941164.29,987318.8,46154.51,4.904
PERF100420,P10035,2026-08-26,987318.8,955582.56,-31736.24,-3.2144
PERF100421,P10036,2025-09-30,606358.82,607449.07,1090.25,0.1798
PERF100422,P10036,2025-10-30,607449.07,628228.38,20779.31,3.4207
PERF100423,P10036,2025-11-29,628228.38,649540.71,21312.33,3.3924
PERF100424,P10036,2025-12-29,649540.71,683998.84,34458.13,5.305
PERF100425,P10036,2026-01-28,683998.84,699819.24,15820.4,2.3129
PERF100426,P10036,2026-02-27,699819.24,701801.53,1982.29,0.2833
PERF100427,P10036,2026-03-29,701801.53,739949.42,38147.89,5.4357
PERF100428,P10036,2026-04-28,739949.42,739522.59,-426.83,-0.0577
PERF100429,P10036,2026-05-28,739522.59,771518.65,31996.06,4.3266
PERF100430,P10036,2026-06-27,771518.65,807478.41,35959.76,4.6609
PERF100431,P10036,2026-07-27,807478.41,806515.97,-962.44,-0.1192
PERF100432,P10036,2026-08-26,806515.97,827844.88,21328.91,2.6446
PERF100433,P10037,2025-09-30,2203282.3,2257397.84,54115.54,2.4561
PERF100434,P10037,2025-10-30,2257397.84,2287956.29,30558.45,1.3537
PERF100435,P10037,2025-11-29,2287956.29,2342450.99,54494.7,2.3818
PERF100436,P10037,2025-12-29,2342450.99,2333782.26,-8668.73,-0.3701
PERF100437,P10037,2026-01-28,2333782.26,2289586.55,-44195.71,-1.8937
PERF100438,P10037,2026-02-27,2289586.55,2320160.0,30573.45,1.3353
PERF100439,P10037,2026-03-29,2320160.0,2349384.34,29224.34,1.2596
PERF100440,P10037,2026-04-28,2349384.34,2421057.55,71673.21,3.0507
PERF100441,P10037,2026-05-28,2421057.55,2384843.66,-36213.89,-1.4958
PERF100442,P10037,2026-06-27,2384843.66,2302119.63,-82724.03,-3.4687
PERF100443,P10037,2026-07-27,2302119.63,2226255.99,-75863.64,-3.2954
PERF100444,P10037,2026-08-26,2226255.99,2208117.95,-18138.04,-0.8147
PERF100445,P10038,2025-09-30,1673052.8,1715908.03,42855.23,2.5615
PERF100446,P10038,2025-10-30,1715908.03,1739930.88,24022.85,1.4
PERF100447,P10038,2025-11-29,1739930.88,1762330.79,22399.91,1.2874
PERF100448,P10038,2025-12-29,1762330.79,1831242.22,68911.43,3.9102
PERF100449,P10038,2026-01-28,1831242.22,1807941.65,-23300.57,-1.2724
PERF100450,P10038,2026-02-27,1807941.65,1800988.99,-6952.66,-0.3846
PERF100451,P10038,2026-03-29,1800988.99,1782634.17,-18354.82,-1.0192
PERF100452,P10038,2026-04-28,1782634.17,1870637.35,88003.18,4.9367
PERF100453,P10038,2026-05-28,1870637.35,1927228.16,56590.81,3.0252
PERF100454,P10038,2026-06-27,1927228.16,1879348.14,-47880.02,-2.4844
PERF100455,P10038,2026-07-27,1879348.14,1950487.17,71139.03,3.7853
PERF100456,P10038,2026-08-26,1950487.17,1955815.23,5328.06,0.2732
PERF100457,P10039,2025-09-30,2294914.22,2372814.65,77900.43,3.3945
PERF100458,P10039,2025-10-30,2372814.65,2478495.3,105680.65,4.4538
PERF100459,P10039,2025-11-29,2478495.3,2395237.99,-83257.31,-3.3592
PERF100460,P10039,2025-12-29,2395237.99,2355829.97,-39408.02,-1.6453
PERF100461,P10039,2026-01-28,2355829.97,2294768.52,-61061.45,-2.5919
PERF100462,P10039,2026-02-27,2294768.52,2221386.1,-73382.42,-3.1978
PERF100463,P10039,2026-03-29,2221386.1,2263149.58,41763.48,1.8801
PERF100464,P10039,2026-04-28,2263149.58,2327187.13,64037.55,2.8296
PERF100465,P10039,2026-05-28,2327187.13,2255930.68,-71256.45,-3.0619
PERF100466,P10039,2026-06-27,2255930.68,2327327.95,71397.27,3.1649
PERF100467,P10039,2026-07-27,2327327.95,2330129.78,2801.83,0.1204
PERF100468,P10039,2026-08-26,2330129.78,2297718.92,-32410.86,-1.3909
PERF100469,P10040,2025-09-30,735712.4,724348.75,-11363.65,-1.5446
PERF100470,P10040,2025-10-30,724348.75,755304.32,30955.57,4.2736
PERF100471,P10040,2025-11-29,755304.32,732705.59,-22598.73,-2.992
PERF100472,P10040,2025-12-29,732705.59,740289.55,7583.96,1.0351
PERF100473,P10040,2026-01-28,740289.55,733651.9,-6637.65,-0.8966
PERF100474,P10040,2026-02-27,733651.9,761839.37,28187.47,3.8421
PERF100475,P10040,2026-03-29,761839.37,785331.89,23492.52,3.0837
PERF100476,P10040,2026-04-28,785331.89,780385.35,-4946.54,-0.6299
PERF100477,P10040,2026-05-28,780385.35,795066.42,14681.07,1.8813
PERF100478,P10040,2026-06-27,795066.42,815362.77,20296.35,2.5528
PERF100479,P10040,2026-07-27,815362.77,810356.33,-5006.44,-0.614
PERF100480,P10040,2026-08-26,810356.33,804002.16,-6354.17,-0.7841
PERF100481,P10041,2025-09-30,1447283.52,1415289.06,-31994.46,-2.2107
PERF100482,P10041,2025-10-30,1415289.06,1449849.17,34560.11,2.4419
PERF100483,P10041,2025-11-29,1449849.17,1427947.53,-21901.64,-1.5106
PERF100484,P10041,2025-12-29,1427947.53,1416588.33,-11359.2,-0.7955
PERF100485,P10041,2026-01-28,1416588.33,1374779.41,-41808.92,-2.9514
PERF100486,P10041,2026-02-27,1374779.41,1444022.68,69243.27,5.0367
PERF100487,P10041,2026-03-29,1444022.68,1507811.3,63788.62,4.4174
PERF100488,P10041,2026-04-28,1507811.3,1578741.74,70930.44,4.7042
PERF100489,P10041,2026-05-28,1578741.74,1612431.11,33689.37,2.1339
PERF100490,P10041,2026-06-27,1612431.11,1617990.86,5559.75,0.3448
PERF100491,P10041,2026-07-27,1617990.86,1633533.07,15542.21,0.9606
PERF100492,P10041,2026-08-26,1633533.07,1719303.56,85770.49,5.2506
PERF100493,P10042,2025-09-30,1503006.38,1577770.09,74763.71,4.9743
PERF100494,P10042,2025-10-30,1577770.09,1617878.31,40108.22,2.5421
PERF100495,P10042,2025-11-29,1617878.31,1675672.83,57794.52,3.5722
PERF100496,P10042,2025-12-29,1675672.83,1665092.8,-10580.03,-0.6314
PERF100497,P10042,2026-01-28,1665092.8,1669204.28,4111.48,0.2469
PERF100498,P10042,2026-02-27,1669204.28,1633198.85,-36005.43,-2.157
PERF100499,P10042,2026-03-29,1633198.85,1631371.98,-1826.87,-0.1119
PERF100500,P10042,2026-04-28,1631371.98,1685039.96,53667.98,3.2897
PERF100501,P10042,2026-05-28,1685039.96,1697874.39,12834.43,0.7617
PERF100502,P10042,2026-06-27,1697874.39,1768235.47,70361.08,4.1441
PERF100503,P10042,2026-07-27,1768235.47,1754206.78,-14028.69,-0.7934
PERF100504,P10042,2026-08-26,1754206.78,1804520.78,50314.0,2.8682
PERF100505,P10043,2025-09-30,1058561.21,1098278.27,39717.06,3.752
PERF100506,P10043,2025-10-30,1098278.27,1150256.16,51977.89,4.7327
PERF100507,P10043,2025-11-29,1150256.16,1168217.11,17960.95,1.5615
PERF100508,P10043,2025-12-29,1168217.11,1229082.11,60865.0,5.2101
PERF100509,P10043,2026-01-28,1229082.11,1247709.84,18627.73,1.5156
PERF100510,P10043,2026-02-27,1247709.84,1219097.79,-28612.05,-2.2932
PERF100511,P10043,2026-03-29,1219097.79,1203075.51,-16022.28,-1.3143
PERF100512,P10043,2026-04-28,1203075.51,1182984.52,-20090.99,-1.67
PERF100513,P10043,2026-05-28,1182984.52,1210433.93,27449.41,2.3204
PERF100514,P10043,2026-06-27,1210433.93,1268535.18,58101.25,4.8
PERF100515,P10043,2026-07-27,1268535.18,1320852.11,52316.93,4.1242
PERF100516,P10043,2026-08-26,1320852.11,1285614.1,-35238.01,-2.6678
PERF100517,P10044,2025-09-30,2494090.26,2569443.27,75353.01,3.0213
PERF100518,P10044,2025-10-30,2569443.27,2523561.61,-45881.66,-1.7857
PERF100519,P10044,2025-11-29,2523561.61,2496210.1,-27351.51,-1.0838
PERF100520,P10044,2025-12-29,2496210.1,2560189.15,63979.05,2.563
PERF100521,P10044,2026-01-28,2560189.15,2609506.03,49316.88,1.9263
PERF100522,P10044,2026-02-27,2609506.03,2723347.93,113841.9,4.3626
PERF100523,P10044,2026-03-29,2723347.93,2674149.82,-49198.11,-1.8065
PERF100524,P10044,2026-04-28,2674149.82,2763874.71,89724.89,3.3553
PERF100525,P10044,2026-05-28,2763874.71,2847309.1,83434.39,3.0187
PERF100526,P10044,2026-06-27,2847309.1,2890863.09,43553.99,1.5297
PERF100527,P10044,2026-07-27,2890863.09,2914410.55,23547.46,0.8145
PERF100528,P10044,2026-08-26,2914410.55,3040466.52,126055.97,4.3253
PERF100529,P10045,2025-09-30,318182.59,316581.11,-1601.48,-0.5033
PERF100530,P10045,2025-10-30,316581.11,332768.47,16187.36,5.1132
PERF100531,P10045,2025-11-29,332768.47,321580.81,-11187.66,-3.362
PERF100532,P10045,2025-12-29,321580.81,337449.02,15868.21,4.9344
PERF100533,P10045,2026-01-28,337449.02,354857.0,17407.98,5.1587
PERF100534,P10045,2026-02-27,354857.0,346183.75,-8673.25,-2.4442
PERF100535,P10045,2026-03-29,346183.75,365210.52,19026.77,5.4961
PERF100536,P10045,2026-04-28,365210.52,368169.78,2959.26,0.8103
PERF100537,P10045,2026-05-28,368169.78,363322.23,-4847.55,-1.3167
PERF100538,P10045,2026-06-27,363322.23,370369.28,7047.05,1.9396
PERF100539,P10045,2026-07-27,370369.28,364223.44,-6145.84,-1.6594
PERF100540,P10045,2026-08-26,364223.44,381473.57,17250.13,4.7361
PERF100541,P10046,2025-09-30,363157.91,368491.66,5333.75,1.4687
PERF100542,P10046,2025-10-30,368491.66,381313.79,12822.13,3.4796
PERF100543,P10046,2025-11-29,381313.79,381031.45,-282.34,-0.074
PERF100544,P10046,2025-12-29,381031.45,385995.72,4964.27,1.3029
PERF100545,P10046,2026-01-28,385995.72,384966.41,-1029.31,-0.2667
PERF100546,P10046,2026-02-27,384966.41,380554.91,-4411.5,-1.1459
PERF100547,P10046,2026-03-29,380554.91,384799.42,4244.51,1.1153
PERF100548,P10046,2026-04-28,384799.42,388553.12,3753.7,0.9755
PERF100549,P10046,2026-05-28,388553.12,378402.07,-10151.05,-2.6125
PERF100550,P10046,2026-06-27,378402.07,398577.96,20175.89,5.3319
PERF100551,P10046,2026-07-27,398577.96,401469.3,2891.34,0.7254
PERF100552,P10046,2026-08-26,401469.3,417759.24,16289.94,4.0576
PERF100553,P10047,2025-09-30,2000990.47,2095616.8,94626.33,4.729
PERF100554,P10047,2025-10-30,2095616.8,2092187.2,-3429.6,-0.1637
PERF100555,P10047,2025-11-29,2092187.2,2096902.39,4715.19,0.2254
PERF100556,P10047,2025-12-29,2096902.39,2129671.16,32768.77,1.5627
PERF100557,P10047,2026-01-28,2129671.16,2097544.37,-32126.79,-1.5085
PERF100558,P10047,2026-02-27,2097544.37,2051677.46,-45866.91,-2.1867
PERF100559,P10047,2026-03-29,2051677.46,2028020.94,-23656.52,-1.153
PERF100560,P10047,2026-04-28,2028020.94,2127654.04,99633.1,4.9128
PERF100561,P10047,2026-05-28,2127654.04,2164085.57,36431.53,1.7123
PERF100562,P10047,2026-06-27,2164085.57,2169673.3,5587.73,0.2582
PERF100563,P10047,2026-07-27,2169673.3,2123496.2,-46177.1,-2.1283
PERF100564,P10047,2026-08-26,2123496.2,2112215.92,-11280.28,-0.5312
PERF100565,P10048,2025-09-30,252466.49,252260.88,-205.61,-0.0814
PERF100566,P10048,2025-10-30,252260.88,262351.98,10091.1,4.0003
PERF100567,P10048,2025-11-29,262351.98,264959.01,2607.03,0.9937
PERF100568,P10048,2025-12-29,264959.01,271295.43,6336.42,2.3915
PERF100569,P10048,2026-01-28,271295.43,278521.71,7226.28,2.6636
PERF100570,P10048,2026-02-27,278521.71,275223.85,-3297.86,-1.1841
PERF100571,P10048,2026-03-29,275223.85,285941.97,10718.12,3.8943
PERF100572,P10048,2026-04-28,285941.97,300806.88,14864.91,5.1986
PERF100573,P10048,2026-05-28,300806.88,307650.99,6844.11,2.2753
PERF100574,P10048,2026-06-27,307650.99,310467.1,2816.11,0.9154
PERF100575,P10048,2026-07-27,310467.1,304301.54,-6165.56,-1.9859
PERF100576,P10048,2026-08-26,304301.54,315423.09,11121.55,3.6548
PERF100577,P10049,2025-09-30,2490691.31,2441460.09,-49231.22,-1.9766
PERF100578,P10049,2025-10-30,2441460.09,2514284.49,72824.4,2.9828
PERF100579,P10049,2025-11-29,2514284.49,2536783.49,22499.0,0.8948
PERF100580,P10049,2025-12-29,2536783.49,2657333.84,120550.35,4.7521
PERF100581,P10049,2026-01-28,2657333.84,2693984.63,36650.79,1.3792
PERF100582,P10049,2026-02-27,2693984.63,2755307.4,61322.77,2.2763
PERF100583,P10049,2026-03-29,2755307.4,2673435.88,-81871.52,-2.9714
PERF100584,P10049,2026-04-28,2673435.88,2588003.93,-85431.95,-3.1956
PERF100585,P10049,2026-05-28,2588003.93,2694636.85,106632.92,4.1203
PERF100586,P10049,2026-06-27,2694636.85,2829549.04,134912.19,5.0067
PERF100587,P10049,2026-07-27,2829549.04,2900682.2,71133.16,2.5139
PERF100588,P10049,2026-08-26,2900682.2,2998697.69,98015.49,3.379
PERF100589,P10050,2025-09-30,2430588.11,2435729.53,5141.42,0.2115
PERF100590,P10050,2025-10-30,2435729.53,2535177.99,99448.46,4.0829
PERF100591,P10050,2025-11-29,2535177.99,2499252.0,-35925.99,-1.4171
PERF100592,P10050,2025-12-29,2499252.0,2570843.73,71591.73,2.8645
PERF100593,P10050,2026-01-28,2570843.73,2482979.31,-87864.42,-3.4177
PERF100594,P10050,2026-02-27,2482979.31,2509090.23,26110.92,1.0516
PERF100595,P10050,2026-03-29,2509090.23,2505547.55,-3542.68,-0.1412
PERF100596,P10050,2026-04-28,2505547.55,2557174.79,51627.24,2.0605
PERF100597,P10050,2026-05-28,2557174.79,2621124.43,63949.64,2.5008
PERF100598,P10050,2026-06-27,2621124.43,2674822.73,53698.3,2.0487
PERF100599,P10050,2026-07-27,2674822.73,2697527.63,22704.9,0.8488
PERF100600,P10050,2026-08-26,2697527.63,2721554.22,24026.59,0.8907
PERF100601,P10051,2025-09-30,127554.45,123165.95,-4388.5,-3.4405
PERF100602,P10051,2025-10-30,123165.95,124970.08,1804.13,1.4648
PERF100603,P10051,2025-11-29,124970.08,120729.42,-4240.66,-3.3933
PERF100604,P10051,2025-12-29,120729.42,122256.36,1526.94,1.2648
PERF100605,P10051,2026-01-28,122256.36,121000.38,-1255.98,-1.0273
PERF100606,P10051,2026-02-27,121000.38,127410.15,6409.77,5.2973
PERF100607,P10051,2026-03-29,127410.15,123147.37,-4262.78,-3.3457
PERF100608,P10051,2026-04-28,123147.37,127849.65,4702.28,3.8184
PERF100609,P10051,2026-05-28,127849.65,131130.65,3281.0,2.5663
PERF100610,P10051,2026-06-27,131130.65,136055.27,4924.62,3.7555
PERF100611,P10051,2026-07-27,136055.27,142433.49,6378.22,4.688
PERF100612,P10051,2026-08-26,142433.49,138820.16,-3613.33,-2.5369
PERF100613,P10052,2025-09-30,1736104.89,1690390.21,-45714.68,-2.6332
PERF100614,P10052,2025-10-30,1690390.21,1653879.09,-36511.12,-2.1599
PERF100615,P10052,2025-11-29,1653879.09,1624562.24,-29316.85,-1.7726
PERF100616,P10052,2025-12-29,1624562.24,1644676.01,20113.77,1.2381
PERF100617,P10052,2026-01-28,1644676.01,1707781.07,63105.06,3.8369
PERF100618,P10052,2026-02-27,1707781.07,1689096.62,-18684.45,-1.0941
PERF100619,P10052,2026-03-29,1689096.62,1690313.91,1217.29,0.0721
PERF100620,P10052,2026-04-28,1690313.91,1687904.61,-2409.3,-0.1425
PERF100621,P10052,2026-05-28,1687904.61,1690508.15,2603.54,0.1542
PERF100622,P10052,2026-06-27,1690508.15,1717303.04,26794.89,1.585
PERF100623,P10052,2026-07-27,1717303.04,1810245.15,92942.11,5.4121
PERF100624,P10052,2026-08-26,1810245.15,1783683.7,-26561.45,-1.4673
PERF100625,P10053,2025-09-30,740380.46,760047.74,19667.28,2.6564
PERF100626,P10053,2025-10-30,760047.74,791443.82,31396.08,4.1308
PERF100627,P10053,2025-11-29,791443.82,810308.84,18865.02,2.3836
PERF100628,P10053,2025-12-29,810308.84,844536.06,34227.22,4.224
PERF100629,P10053,2026-01-28,844536.06,872712.09,28176.03,3.3363
PERF100630,P10053,2026-02-27,872712.09,849511.08,-23201.01,-2.6585
PERF100631,P10053,2026-03-29,849511.08,848775.2,-735.88,-0.0866
PERF100632,P10053,2026-04-28,848775.2,861288.8,12513.6,1.4743
PERF100633,P10053,2026-05-28,861288.8,835493.5,-25795.3,-2.995
PERF100634,P10053,2026-06-27,835493.5,806961.83,-28531.67,-3.4149
PERF100635,P10053,2026-07-27,806961.83,791165.17,-15796.66,-1.9575
PERF100636,P10053,2026-08-26,791165.17,799066.74,7901.57,0.9987
PERF100637,P10054,2025-09-30,367725.22,369215.19,1489.97,0.4052
PERF100638,P10054,2025-10-30,369215.19,382356.99,13141.8,3.5594
PERF100639,P10054,2025-11-29,382356.99,388446.83,6089.84,1.5927
PERF100640,P10054,2025-12-29,388446.83,404845.67,16398.84,4.2216
PERF100641,P10054,2026-01-28,404845.67,394150.69,-10694.98,-2.6417
PERF100642,P10054,2026-02-27,394150.69,399091.1,4940.41,1.2534
PERF100643,P10054,2026-03-29,399091.1,386651.29,-12439.81,-3.117
PERF100644,P10054,2026-04-28,386651.29,380475.52,-6175.77,-1.5972
PERF100645,P10054,2026-05-28,380475.52,396885.63,16410.11,4.3131
PERF100646,P10054,2026-06-27,396885.63,414697.81,17812.18,4.488
PERF100647,P10054,2026-07-27,414697.81,417930.39,3232.58,0.7795
PERF100648,P10054,2026-08-26,417930.39,405054.2,-12876.19,-3.0809
PERF100649,P10055,2025-09-30,1188936.9,1155279.67,-33657.23,-2.8309
PERF100650,P10055,2025-10-30,1155279.67,1211082.72,55803.05,4.8303
PERF100651,P10055,2025-11-29,1211082.72,1266717.5,55634.78,4.5938
PERF100652,P10055,2025-12-29,1266717.5,1286625.09,19907.59,1.5716
PERF100653,P10055,2026-01-28,1286625.09,1245403.11,-41221.98,-3.2039
PERF100654,P10055,2026-02-27,1245403.11,1305915.97,60512.86,4.8589
PERF100655,P10055,2026-03-29,1305915.97,1297171.06,-8744.91,-0.6696
PERF100656,P10055,2026-04-28,1297171.06,1364017.17,66846.11,5.1532
PERF100657,P10055,2026-05-28,1364017.17,1388342.03,24324.86,1.7833
PERF100658,P10055,2026-06-27,1388342.03,1433744.84,45402.81,3.2703
PERF100659,P10055,2026-07-27,1433744.84,1475529.94,41785.1,2.9144
PERF100660,P10055,2026-08-26,1475529.94,1476779.19,1249.25,0.0847
PERF100661,P10056,2025-09-30,2202047.06,2140223.21,-61823.85,-2.8076
PERF100662,P10056,2025-10-30,2140223.21,2096606.58,-43616.63,-2.0379
PERF100663,P10056,2025-11-29,2096606.58,2068601.15,-28005.43,-1.3358
PERF100664,P10056,2025-12-29,2068601.15,2151590.43,82989.28,4.0119
PERF100665,P10056,2026-01-28,2151590.43,2151642.27,51.84,0.0024
PERF100666,P10056,2026-02-27,2151642.27,2249945.04,98302.77,4.5687
PERF100667,P10056,2026-03-29,2249945.04,2238370.62,-11574.42,-0.5144
PERF100668,P10056,2026-04-28,2238370.62,2312247.67,73877.05,3.3005
PERF100669,P10056,2026-05-28,2312247.67,2260443.04,-51804.63,-2.2404
PERF100670,P10056,2026-06-27,2260443.04,2382423.36,121980.32,5.3963
PERF100671,P10056,2026-07-27,2382423.36,2454312.32,71888.96,3.0175
PERF100672,P10056,2026-08-26,2454312.32,2479030.57,24718.25,1.0071
PERF100673,P10057,2025-09-30,1301406.67,1369976.62,68569.95,5.2689
PERF100674,P10057,2025-10-30,1369976.62,1328648.1,-41328.52,-3.0167
PERF100675,P10057,2025-11-29,1328648.1,1334411.7,5763.6,0.4338
PERF100676,P10057,2025-12-29,1334411.7,1388429.65,54017.95,4.0481
PERF100677,P10057,2026-01-28,1388429.65,1382394.63,-6035.02,-0.4347
PERF100678,P10057,2026-02-27,1382394.63,1429687.05,47292.42,3.4211
PERF100679,P10057,2026-03-29,1429687.05,1502511.38,72824.33,5.0937
PERF100680,P10057,2026-04-28,1502511.38,1503568.06,1056.68,0.0703
PERF100681,P10057,2026-05-28,1503568.06,1555621.5,52053.44,3.462
PERF100682,P10057,2026-06-27,1555621.5,1505322.52,-50298.98,-3.2334
PERF100683,P10057,2026-07-27,1505322.52,1489666.31,-15656.21,-1.0401
PERF100684,P10057,2026-08-26,1489666.31,1570603.95,80937.64,5.4333
PERF100685,P10058,2025-09-30,2290306.81,2311272.99,20966.18,0.9154
PERF100686,P10058,2025-10-30,2311272.99,2304392.35,-6880.64,-0.2977
PERF100687,P10058,2025-11-29,2304392.35,2418927.23,114534.88,4.9703
PERF100688,P10058,2025-12-29,2418927.23,2428279.57,9352.34,0.3866
PERF100689,P10058,2026-01-28,2428279.57,2491833.81,63554.24,2.6173
PERF100690,P10058,2026-02-27,2491833.81,2552785.24,60951.43,2.446
PERF100691,P10058,2026-03-29,2552785.24,2483126.04,-69659.2,-2.7288
PERF100692,P10058,2026-04-28,2483126.04,2534465.74,51339.7,2.0675
PERF100693,P10058,2026-05-28,2534465.74,2627797.35,93331.61,3.6825
PERF100694,P10058,2026-06-27,2627797.35,2704475.87,76678.52,2.918
PERF100695,P10058,2026-07-27,2704475.87,2629787.5,-74688.37,-2.7617
PERF100696,P10058,2026-08-26,2629787.5,2574246.09,-55541.41,-2.112
PERF100697,P10059,2025-09-30,816267.5,839980.84,23713.34,2.9051
PERF100698,P10059,2025-10-30,839980.84,858503.32,18522.48,2.2051
PERF100699,P10059,2025-11-29,858503.32,885605.39,27102.07,3.1569
PERF100700,P10059,2025-12-29,885605.39,879849.88,-5755.51,-0.6499
PERF100701,P10059,2026-01-28,879849.88,857492.53,-22357.35,-2.541
PERF100702,P10059,2026-02-27,857492.53,827881.23,-29611.3,-3.4532
PERF100703,P10059,2026-03-29,827881.23,821874.18,-6007.05,-0.7256
PERF100704,P10059,2026-04-28,821874.18,819731.2,-2142.98,-0.2607
PERF100705,P10059,2026-05-28,819731.2,810942.85,-8788.35,-1.0721
PERF100706,P10059,2026-06-27,810942.85,792230.85,-18712.0,-2.3074
PERF100707,P10059,2026-07-27,792230.85,777863.95,-14366.9,-1.8135
PERF100708,P10059,2026-08-26,777863.95,782061.25,4197.3,0.5396
PERF100709,P10060,2025-09-30,1561528.51,1584836.82,23308.31,1.4927
PERF100710,P10060,2025-10-30,1584836.82,1587569.04,2732.22,0.1724
PERF100711,P10060,2025-11-29,1587569.04,1535756.46,-51812.58,-3.2636
PERF100712,P10060,2025-12-29,1535756.46,1530922.34,-4834.12,-0.3148
PERF100713,P10060,2026-01-28,1530922.34,1490162.73,-40759.61,-2.6624
PERF100714,P10060,2026-02-27,1490162.73,1518213.47,28050.74,1.8824
PERF100715,P10060,2026-03-29,1518213.47,1509405.9,-8807.57,-0.5801
PERF100716,P10060,2026-04-28,1509405.9,1508909.93,-495.97,-0.0329
